scaf0054177.1,Bradi2g25640.1|PACid:21808022,45.671641791
scaf0331505.1,Bradi1g28700.1|PACid:21815527,13.4969325153
scaf7363828.1,Bradi1g01920.1|PACid:21818809,56.049382716
scaf0074796.2,Bradi1g29300.1|PACid:21815175,10.2649006623
scaf0074796.1,Bradi5g26287.1|PACid:21825743,6.77083333333
scaf7363645.1,Bradi2g58917.1|PACid:21806010,2.72479564033
scaf0082949.1,Bradi1g35710.1|PACid:21821687,30.4518664047
scaf0292927.1,Bradi4g04310.1|PACid:21812886,11.036036036
scaf0021433.2,Bradi3g44690.1|PACid:21827234,24.8282630029
scaf0410780.1,Bradi4g29230.1|PACid:21813940,52.6530612245
scaf0436228.1,Bradi4g32380.1|PACid:21812870,8.33333333333
scaf0382549.1,Bradi4g04320.1|PACid:21811293,32.0707070707
scaf0058341.1,Bradi2g35210.1|PACid:21808201,27.2289156627
scaf0382549.2,Bradi4g04320.1|PACid:21811293,19.4444444444
scaf0029752.1,Bradi1g01290.1|PACid:21819681,55.7768924303
scaf0414499.1,Bradi1g26360.1|PACid:21823539,51.1945392491
scaf0032225.6,Bradi5g14260.1|PACid:21825630,11.5853658537
scaf0211282.2,Bradi2g59310.1|PACid:21808667,27.8705636743
scaf0032225.3,Bradi1g42940.1|PACid:21819863,49.1124260355
scaf0032225.1,Bradi5g14307.1|PACid:21825218,5.66502463054
scaf7363935.1,Bradi5g19030.1|PACid:21824623,24.3553008596
scaf0165407.1,Bradi3g46600.1|PACid:21829557,14.8648648649
scaf0431552.1,Bradi2g42910.1|PACid:21809240,56.2352941176
scaf0371257.1,Bradi3g10500.1|PACid:21828396,12.5560538117
scaf0242073.1,Bradi2g34380.1|PACid:21807618,17.0080142476
scaf0030194.1,Bradi3g27210.2|PACid:21832764,5.51181102362
scaf0134591.2,Bradi1g45510.1|PACid:21820736,20.9375
scaf0042480.1,Bradi5g21960.1|PACid:21826676,29.8202614379
scaf0130955.2,Bradi5g10510.1|PACid:21824778,2.85714285714
scaf0100141.1,Bradi5g12540.1|PACid:21824145,1.31578947368
scaf0224863.1,Bradi1g27000.1|PACid:21818068,13.0434782609
scaf0359533.2,Bradi1g57450.1|PACid:21821533,7.01986754967
scaf0359533.3,Bradi3g26810.1|PACid:21832247,45.3608247423
scaf0175726.1,Bradi2g25130.1|PACid:21808249,46.0916442049
scaf0011221.1,Bradi1g18840.1|PACid:21817192,41.1483253589
scaf0073627.1,Bradi3g57790.1|PACid:21827468,64.4257703081
scaf0117868.1,Bradi2g51340.1|PACid:21804073,3.43511450382
scaf0001318.1,Bradi5g23110.1|PACid:21826050,60.0481347774
scaf0001318.3,Bradi1g19580.1|PACid:21821321,24.2696629213
scaf0030669.4,Bradi1g50180.1|PACid:21814972,3.47826086957
scaf0030669.5,Bradi2g15660.1|PACid:21807210,55.8558558559
scaf0276307.1,Bradi4g28070.1|PACid:21814390,33.9853300733
scaf0030669.1,Bradi5g08570.1|PACid:21825806,11.5173674589
scaf0030669.2,Bradi2g53470.1|PACid:21807229,18.7747035573
scaf0030669.3,Bradi1g50190.1|PACid:21820109,11.8942731278
scaf0275999.2,Bradi1g11940.1|PACid:21815669,4.53563714903
scaf0275999.1,Bradi1g11940.1|PACid:21815669,14.9028077754
scaf0115012.1,Bradi5g19230.1|PACid:21824603,32.8042328042
scaf0030669.8,Bradi3g35980.1|PACid:21827495,26.9598470363
scaf0030669.9,Bradi4g31380.1|PACid:21810529,57.0881226054
scaf0093182.1,Bradi2g50317.1|PACid:21806000,24.1558441558
scaf0198424.1,Bradi1g49390.1|PACid:21816681,35.4166666667
scaf0326722.1,Bradi1g36860.1|PACid:21816657,4.38144329897
scaf0428696.1,Bradi3g05550.1|PACid:21829922,24.3767313019
scaf0418624.3,Bradi1g54180.1|PACid:21817793,33.5978835979
scaf0418624.2,Bradi3g49540.1|PACid:21830828,36.0655737705
scaf0418624.1,Bradi1g04527.1|PACid:21815244,16.5404040404
scaf0344155.3,Bradi5g16870.1|PACid:21824378,19.878296146
scaf0395325.1,Bradi4g24540.1|PACid:21812527,17.0529801325
scaf0372400.1,Bradi1g72410.1|PACid:21821999,2.2792022792
scaf0378799.1,Bradi5g21480.1|PACid:21826088,24.7838616715
scaf0328927.1,Bradi3g01880.1|PACid:21831037,43.3962264151
scaf0210675.2,Bradi3g10990.1|PACid:21831062,44.8598130841
scaf0185788.1,Bradi4g20190.1|PACid:21811511,7.45098039216
scaf0185788.2,Bradi4g08265.1|PACid:21811872,34.036939314
scaf0413082.1,Bradi5g03390.1|PACid:21826575,34.7457627119
scaf0040924.1,Bradi3g59230.1|PACid:21828345,2.51322751323
scaf0196790.1,Bradi5g24550.2|PACid:21825659,15.313225058
scaf0336582.1,Bradi4g23340.1|PACid:21813184,30.8823529412
scaf0115580.1,Bradi2g20070.1|PACid:21808093,25.6880733945
scaf0299055.1,Bradi5g24240.1|PACid:21824723,8.06451612903
scaf0291493.2,Bradi5g10270.1|PACid:21825394,22.3076923077
scaf0071644.1,Bradi3g41700.1|PACid:21832012,55.3191489362
scaf0071644.2,Bradi3g08250.1|PACid:21830272,14.5933014354
scaf0291493.1,Bradi5g10260.1|PACid:21826196,9.75609756098
scaf0116166.2,Bradi5g25750.1|PACid:21823879,12.5964010283
scaf0116166.1,Bradi5g25760.1|PACid:21826446,6.39204545455
scaf0146794.2,Bradi1g14330.1|PACid:21823701,50.2564102564
scaf0146794.1,Bradi3g36167.1|PACid:21832801,40.3947368421
scaf0073603.1,Bradi2g56520.1|PACid:21807153,33.5820895522
scaf0184393.1,Bradi5g12580.1|PACid:21825529,3.85964912281
scaf0050393.1,Bradi2g41550.1|PACid:21805270,23.0460921844
scaf0092304.1,Bradi5g14510.1|PACid:21825279,26.7206477733
scaf0105789.1,Bradi3g05780.5|PACid:21832412,16.958041958
scaf0141489.2,Bradi3g53567.1|PACid:21833646,28.2580645161
scaf0141594.1,Bradi2g35850.1|PACid:21807814,52.2435897436
scaf0141594.2,Bradi1g37430.1|PACid:21815327,27.463312369
scaf0208839.3,Bradi3g49660.1|PACid:21830876,28.0
scaf0201053.1,Bradi1g68650.1|PACid:21822066,27.4111675127
scaf0314332.1,Bradi5g02940.2|PACid:21824102,2.78969957082
scaf0138335.1,Bradi3g14390.1|PACid:21831198,53.2956685499
scaf0138335.2,Bradi4g35257.1|PACid:21810610,35.9932088285
scaf0057932.1,Bradi4g38930.1|PACid:21810521,17.9487179487
scaf0421163.1,Bradi1g14270.1|PACid:21821335,36.1829025845
scaf0044488.2,Bradi1g33500.1|PACid:21819906,61.3924050633
scaf0073016.3,Bradi4g02607.1|PACid:21809760,8.54700854701
scaf0322409.1,Bradi3g43170.1|PACid:21828304,11.797752809
scaf0073016.4,Bradi1g14250.1|PACid:21814879,19.0972222222
scaf0165052.2,Bradi4g06180.1|PACid:21812707,44.1056910569
scaf0303636.1,Bradi4g04320.1|PACid:21811293,56.0606060606
scaf0166400.1,Bradi1g62810.1|PACid:21820373,47.4212034384
scaf0166400.2,Bradi3g51950.1|PACid:21832811,54.2743538767
scaf0434660.1,Bradi2g58677.1|PACid:21804705,3.0487804878
scaf0320732.1,Bradi3g38830.1|PACid:21830128,11.8518518519
scaf0013476.3,Bradi2g18030.1|PACid:21805323,52.3076923077
scaf0230578.1,Bradi2g34430.1|PACid:21805681,26.9135802469
scaf0320663.1,Bradi3g41130.1|PACid:21831893,26.4765784114
scaf0058087.1,Bradi4g39350.1|PACid:21810888,19.0669371197
scaf0314898.1,Bradi1g23540.1|PACid:21819092,19.5097037794
scaf0412794.1,Bradi2g33210.1|PACid:21806725,2.10740992522
scaf0151313.1,Bradi5g22745.1|PACid:21824447,32.4137931034
scaf0287823.1,Bradi2g33540.1|PACid:21803956,27.1084337349
scaf0395351.2,Bradi1g04880.1|PACid:21817307,46.5483234714
scaf0316037.1,Bradi3g36980.1|PACid:21832147,10.0436681223
scaf0430285.2,Bradi2g50250.1|PACid:21802826,49.7461928934
scaf0088507.1,Bradi3g31397.1|PACid:21827624,7.54352030948
scaf0018876.1,Bradi1g49130.1|PACid:21815679,6.97674418605
scaf0018876.2,Bradi1g49120.1|PACid:21817051,16.338028169
scaf0428420.1,Bradi4g14070.1|PACid:21810558,52.8301886792
scaf7363995.1,Bradi2g61960.1|PACid:21803415,10.9619686801
scaf0426261.1,Bradi3g14460.1|PACid:21831790,36.0587002096
scaf0114811.1,Bradi3g02170.2|PACid:21833213,6.03290676417
scaf0084073.1,Bradi2g22897.1|PACid:21805433,1.3986013986
scaf0084073.2,Bradi3g54190.1|PACid:21832101,32.0163487738
scaf0426916.1,Bradi2g38980.1|PACid:21804834,10.4938271605
scaf0362273.1,Bradi2g13750.1|PACid:21808956,20.6349206349
scaf0132153.1,Bradi1g35820.1|PACid:21818866,8.08510638298
scaf0306834.1,Bradi4g10270.1|PACid:21812808,50.2304147465
scaf0132153.2,Bradi5g04120.1|PACid:21825224,46.5648854962
scaf0035640.2,Bradi2g01550.1|PACid:21803396,5.69105691057
scaf0202017.2,Bradi1g52530.1|PACid:21823143,48.1557377049
scaf0202017.3,Bradi3g44850.3|PACid:21833204,14.0306122449
scaf0202017.1,Bradi4g09430.1|PACid:21811341,54.2207792208
scaf0431333.1,Bradi3g01230.1|PACid:21830895,51.0638297872
scaf0123139.2,Bradi1g56730.1|PACid:21818237,17.1232876712
scaf0123139.1,Bradi1g09440.1|PACid:21815934,52.8301886792
scaf0399739.1,Bradi4g11580.1|PACid:21813953,37.3068432671
scaf0308446.2,Bradi2g18767.1|PACid:21804859,23.9316239316
scaf0318774.1,Bradi4g33770.1|PACid:21814317,35.5392156863
scaf0318774.2,Bradi3g40020.1|PACid:21832339,16.4705882353
scaf0325096.2,Bradi1g22870.1|PACid:21819440,29.82791587
scaf0325096.1,Bradi1g67000.1|PACid:21818972,17.6931690929
scaf0415726.1,Bradi1g16250.1|PACid:21817913,41.1235955056
scaf0322407.1,Bradi3g31820.1|PACid:21832267,17.5
scaf0322407.2,Bradi4g32610.1|PACid:21814212,56.5022421525
scaf0053356.1,Bradi2g14480.1|PACid:21804752,43.3673469388
scaf0022466.2,Bradi1g53930.1|PACid:21818729,57.6374745418
scaf0022466.3,Bradi5g01480.1|PACid:21824981,57.1992110454
scaf0022466.1,Bradi4g24862.1|PACid:21811853,60.1895734597
scaf0030721.2,Bradi3g42700.1|PACid:21831577,28.9198606272
scaf0304648.1,Bradi1g15610.1|PACid:21815652,38.9303482587
scaf0241320.2,Bradi1g23570.1|PACid:21821279,21.434392828
scaf0242232.1,Bradi5g21097.1|PACid:21824285,33.1288343558
scaf0069355.1,Bradi1g23716.1|PACid:21820889,55.5555555556
scaf0090268.2,Bradi2g35930.1|PACid:21808056,14.4628099174
scaf0056180.2,Bradi1g46110.1|PACid:21820553,15.7738095238
scaf7363664.1,Bradi4g10387.1|PACid:21814346,38.7096774194
scaf0342933.1,Bradi4g27017.1|PACid:21810512,49.7206703911
scaf0399384.1,Bradi3g04880.1|PACid:21829186,33.8797814208
scaf0152344.1,Bradi1g56860.1|PACid:21816732,50.0
scaf0209429.2,Bradi3g35067.1|PACid:21827872,45.6597222222
scaf0348037.1,Bradi4g20817.1|PACid:21814231,32.9174664107
scaf0348037.2,Bradi1g31970.1|PACid:21815378,14.2312579416
scaf0007415.1,Bradi1g01810.1|PACid:21816369,13.7524557957
scaf0006778.1,Bradi4g18280.1|PACid:21814549,27.7108433735
scaf0306948.1,Bradi2g19290.1|PACid:21806088,44.5321307779
scaf0329442.1,Bradi3g08327.1|PACid:21832502,52.5333333333
scaf0004891.1,Bradi2g05017.1|PACid:21806676,8.32183908046
scaf0075661.1,Bradi3g60120.3|PACid:21829767,47.5949367089
scaf0215853.1,Bradi5g23390.1|PACid:21825513,25.3694581281
scaf0032438.1,Bradi4g10720.1|PACid:21812812,3.22580645161
scaf0032125.1,Bradi1g59160.1|PACid:21815220,47.0347648262
scaf0032125.2,Bradi4g43900.1|PACid:21811054,55.4240631164
scaf0052775.1,Bradi2g62410.1|PACid:21808437,43.8914027149
scaf0331460.1,Bradi4g14630.1|PACid:21812670,8.72727272727
scaf0427604.1,Bradi3g60780.1|PACid:21833144,18.2291666667
scaf0155288.1,Bradi3g34610.1|PACid:21829321,65.4008438819
scaf0133202.1,Bradi5g08700.1|PACid:21825042,41.6083916084
scaf0180417.1,Bradi3g29540.1|PACid:21833653,26.8156424581
scaf0135230.1,Bradi1g68560.1|PACid:21822009,34.8600508906
scaf0228613.1,Bradi4g28107.1|PACid:21811417,39.9579390116
scaf0229371.2,Bradi4g35900.1|PACid:21812644,3.62694300518
scaf0229371.1,Bradi5g26380.1|PACid:21826140,31.0291858679
scaf0111477.1,Bradi2g43430.1|PACid:21804879,57.5498575499
scaf0266065.1,Bradi1g43680.1|PACid:21821877,59.4029850746
scaf0132748.1,Bradi3g44340.3|PACid:21828213,19.5227765727
scaf0071953.1,Bradi2g05042.1|PACid:21807645,55.4671968191
scaf0055496.1,Bradi1g17997.1|PACid:21821817,14.0947752126
scaf0003678.1,Bradi1g11567.1|PACid:21817584,65.0
scaf0355770.2,Bradi1g51570.1|PACid:21814803,40.830449827
scaf0355770.1,Bradi4g28650.1|PACid:21810403,15.9574468085
scaf0077802.1,Bradi3g06080.1|PACid:21828022,33.2278481013
scaf0258200.1,Bradi1g06387.1|PACid:21817413,52.8279181709
scaf0336884.2,Bradi1g14140.1|PACid:21818176,12.8712871287
scaf0336884.1,Bradi3g55470.1|PACid:21828006,44.0656565657
scaf0252154.4,Bradi3g43520.1|PACid:21828253,16.3265306122
scaf0316502.1,Bradi2g17210.1|PACid:21805565,2.16962524655
scaf0199410.1,Bradi5g21460.1|PACid:21823949,49.5126705653
scaf0313471.1,Bradi1g31837.1|PACid:21818056,16.9096209913
scaf0021851.1,Bradi3g42640.1|PACid:21831489,35.0903614458
scaf0041518.2,Bradi2g56767.1|PACid:21804621,60.9071274298
scaf0424391.1,Bradi2g05260.1|PACid:21803222,36.2725450902
scaf0335772.1,Bradi2g62490.1|PACid:21808215,24.4186046512
scaf0424391.2,Bradi1g68690.1|PACid:21822605,19.1964285714
scaf7360589.1,Bradi2g03701.3|PACid:21804804,8.13214739517
scaf0404466.1,Bradi4g09817.1|PACid:21813061,32.0686540199
scaf0012538.1,Bradi1g32630.1|PACid:21815001,30.412371134
scaf0220745.1,Bradi3g29247.1|PACid:21831361,9.88483685221
scaf0120787.1,Bradi1g47050.1|PACid:21817449,4.884004884
scaf7357968.1,Bradi1g34620.1|PACid:21816748,41.0377358491
scaf0150261.1,Bradi2g04680.1|PACid:21803919,21.0900473934
scaf0432231.1,Bradi5g22830.1|PACid:21825351,13.2352941176
scaf0035566.1,Bradi3g49260.1|PACid:21829987,24.5125348189
scaf0330382.1,Bradi1g53540.1|PACid:21823481,54.0948275862
scaf0229738.1,Bradi2g45680.1|PACid:21803120,17.5166297118
scaf0330382.2,Bradi3g41210.1|PACid:21830348,57.9391891892
scaf0012151.2,Bradi3g51850.1|PACid:21827030,42.5087108014
scaf0305589.1,Bradi3g40560.1|PACid:21833412,50.0
scaf7363232.1,Bradi1g10697.1|PACid:21815931,2.03045685279
scaf0076060.3,Bradi1g24560.1|PACid:21816534,27.899432279
scaf0172761.1,Bradi2g09000.1|PACid:21805598,16.6908563135
scaf0014755.1,Bradi4g04347.1|PACid:21814250,5.71049136786
scaf0151575.2,Bradi3g05970.1|PACid:21827253,16.3014899211
scaf0428870.1,Bradi3g52620.3|PACid:21828036,39.7058823529
scaf0347031.1,Bradi1g16110.1|PACid:21815048,22.8360957643
scaf0422772.1,Bradi4g01260.1|PACid:21810774,17.4757281553
scaf0223453.1,Bradi5g10380.1|PACid:21825883,26.0663507109
scaf0209805.1,Bradi3g00980.1|PACid:21832170,20.871559633
scaf0314905.2,Bradi2g16690.1|PACid:21803727,56.6702241195
scaf0314905.3,Bradi5g26720.1|PACid:21826481,17.4876847291
scaf0267326.1,Bradi4g41940.1|PACid:21812372,8.99182561308
scaf0188560.1,Bradi3g09880.3|PACid:21830329,45.1510333863
scaf0228911.1,Bradi3g55277.1|PACid:21830338,31.1582381729
scaf0231874.1,Bradi3g07210.1|PACid:21833475,8.60927152318
scaf0231874.2,Bradi3g51280.1|PACid:21828147,55.1198257081
scaf0065266.1,Bradi4g13580.1|PACid:21809840,34.2213114754
scaf0335445.1,Bradi3g30240.1|PACid:21828995,58.4269662921
scaf0015104.1,Bradi2g57250.1|PACid:21805206,37.4753451677
scaf0391718.1,Bradi4g18187.1|PACid:21812133,46.1333333333
scaf0274798.2,Bradi1g44860.1|PACid:21818477,8.74524714829
scaf0274798.1,Bradi1g44850.1|PACid:21821649,12.3778501629
scaf0391718.2,Bradi4g42860.1|PACid:21811560,45.6102783726
scaf0037850.1,Bradi4g39910.1|PACid:21813427,52.4752475248
scaf0080632.4,Bradi2g04980.1|PACid:21807515,56.6210045662
scaf0080632.2,Bradi4g34460.1|PACid:21811948,18.7772925764
scaf0080632.1,Bradi1g75165.1|PACid:21820547,47.1403812825
scaf0027059.1,Bradi4g33820.1|PACid:21812394,33.7133550489
scaf0249734.1,Bradi1g75600.1|PACid:21819623,16.6666666667
scaf0197832.1,Bradi5g21950.1|PACid:21826487,20.1005025126
scaf7364011.1,Bradi2g43650.1|PACid:21809589,1.32158590308
scaf0434803.1,Bradi1g76480.1|PACid:21816007,30.6623931624
scaf0181217.1,Bradi1g33097.3|PACid:21821965,37.9661016949
scaf0181217.2,Bradi3g52390.1|PACid:21830183,39.2727272727
scaf0020026.1,Bradi1g22050.1|PACid:21823179,48.2014388489
scaf7362089.1,Bradi1g51840.1|PACid:21817814,41.25
scaf7363288.2,Bradi1g10090.1|PACid:21817428,22.1052631579
scaf0310029.1,Bradi1g46530.1|PACid:21820512,7.83410138249
scaf0155177.1,Bradi3g52790.1|PACid:21831487,36.7403314917
scaf0310029.3,Bradi4g42957.1|PACid:21809877,32.5648414986
scaf0310029.2,Bradi4g07060.1|PACid:21811937,2.10084033613
scaf0029417.2,Bradi3g20440.1|PACid:21831791,2.68456375839
scaf0029417.1,Bradi1g37270.1|PACid:21817515,3.24005891016
scaf0246054.1,Bradi2g23720.1|PACid:21806549,24.4766505636
scaf0216846.1,Bradi3g51050.1|PACid:21831978,14.8148148148
scaf0216846.2,Bradi3g51060.1|PACid:21829070,20.6611570248
scaf0065659.3,Bradi1g04010.1|PACid:21816393,48.0198019802
scaf0171871.1,Bradi4g42180.1|PACid:21813533,34.4
scaf0392679.2,Bradi2g05808.1|PACid:21806979,12.0267260579
scaf0044419.1,Bradi1g17660.1|PACid:21815910,42.3780487805
scaf0422376.1,Bradi3g48447.1|PACid:21829409,5.0
scaf0172113.1,Bradi1g22020.1|PACid:21820766,15.4506437768
scaf0251800.1,Bradi3g19947.1|PACid:21833551,20.1729106628
scaf0433627.1,Bradi2g13550.1|PACid:21803407,36.9822485207
scaf0226698.1,Bradi3g10680.1|PACid:21830718,33.8003502627
scaf0170511.1,Bradi2g07830.1|PACid:21803074,52.5691699605
scaf0170511.3,Bradi1g31980.1|PACid:21820047,58.0729166667
scaf0170511.2,Bradi4g08020.1|PACid:21813352,8.57142857143
scaf0170511.4,Bradi1g12810.1|PACid:21822089,57.7586206897
scaf0289120.1,Bradi1g18890.1|PACid:21815262,31.8906605923
scaf0211480.2,Bradi3g39450.1|PACid:21832356,31.9715808171
scaf0211480.3,Bradi5g02200.1|PACid:21824775,31.4285714286
scaf0108805.1,Bradi1g45020.1|PACid:21821213,36.6834170854
scaf0108805.2,Bradi2g61310.1|PACid:21803775,38.1322957198
scaf0228516.1,Bradi5g12910.1|PACid:21826031,16.2592986185
scaf0427382.1,Bradi3g32000.1|PACid:21830974,17.8191489362
scaf0101437.2,Bradi1g18430.1|PACid:21820927,29.6629213483
scaf0080505.1,Bradi1g62100.1|PACid:21820413,57.6305220884
scaf0017570.1,Bradi4g24457.1|PACid:21810603,61.8055555556
scaf0389222.2,Bradi3g17630.1|PACid:21827066,12.6382306477
scaf0123150.1,Bradi4g27157.1|PACid:21811443,21.2155963303
scaf0389222.6,Bradi1g29670.1|PACid:21821991,8.77796901893
scaf0389222.4,Bradi1g29750.1|PACid:21814869,4.11985018727
scaf0389222.5,Bradi5g22187.1|PACid:21826130,39.8629354654
scaf0174774.1,Bradi3g49447.2|PACid:21832905,46.9104665826
scaf0076155.1,Bradi1g56640.1|PACid:21822974,25.9191176471
scaf0362798.1,Bradi1g43010.1|PACid:21822759,44.5606694561
scaf0310001.4,Bradi3g38417.1|PACid:21832093,48.7252124646
scaf0310001.3,Bradi1g60630.1|PACid:21820951,23.5294117647
scaf0134643.2,Bradi1g46660.1|PACid:21816723,37.3570520966
scaf0134643.1,Bradi3g13345.1|PACid:21831683,4.85436893204
scaf0168283.2,Bradi1g73010.1|PACid:21816764,11.4795918367
scaf0168283.3,Bradi1g59700.1|PACid:21821847,45.2830188679
scaf0168283.1,Bradi4g19040.1|PACid:21811366,23.6220472441
scaf0168283.4,Bradi1g72580.1|PACid:21818223,41.958041958
scaf0168283.5,Bradi1g26210.1|PACid:21817719,39.7435897436
scaf0262881.1,Bradi3g21360.1|PACid:21832096,19.5378151261
scaf0255547.1,Bradi1g42397.2|PACid:21820639,46.7438494935
scaf0127838.3,Bradi3g05960.1|PACid:21833022,43.75
scaf0127838.2,Bradi2g50620.1|PACid:21808990,12.5
scaf0127838.1,Bradi2g20050.1|PACid:21807211,24.8663101604
scaf0300158.1,Bradi4g02367.1|PACid:21813902,18.7989556136
scaf0070100.1,Bradi1g42610.1|PACid:21820812,41.1149825784
scaf0329361.1,Bradi3g33200.1|PACid:21831961,5.52486187845
scaf0254103.2,Bradi4g41330.1|PACid:21814685,34.1968911917
scaf0254103.1,Bradi4g41300.1|PACid:21809836,50.5747126437
scaf0201783.1,Bradi3g32297.1|PACid:21832711,41.8118466899
scaf0227934.2,Bradi3g41100.1|PACid:21833020,45.5782312925
scaf0227934.1,Bradi3g17670.1|PACid:21827540,39.5577395577
scaf0409860.1,Bradi2g45470.1|PACid:21803579,17.3027989822
scaf0166455.1,Bradi1g57770.1|PACid:21816884,19.7163120567
scaf0115073.1,Bradi4g20030.1|PACid:21813272,40.8983451537
scaf0069741.1,Bradi1g69390.1|PACid:21816328,17.2043010753
scaf0168960.4,Bradi2g23400.1|PACid:21805557,47.3988439306
scaf0168960.7,Bradi2g11457.1|PACid:21808352,14.1509433962
scaf0168960.1,Bradi2g05280.1|PACid:21807392,6.78733031674
scaf0168960.2,Bradi4g43380.1|PACid:21812933,63.249516441
scaf0168960.3,Bradi3g32282.1|PACid:21831155,45.0495049505
scaf0132889.1,Bradi3g53710.1|PACid:21833420,14.5833333333
scaf0211199.1,Bradi4g32840.1|PACid:21812910,35.5278093076
scaf0029160.4,Bradi3g34517.1|PACid:21831147,7.39130434783
scaf0029160.1,Bradi1g12670.1|PACid:21820453,66.5792922674
scaf0029160.2,Bradi3g18960.1|PACid:21828772,43.5626102293
scaf0092146.1,Bradi2g20460.1|PACid:21809508,46.7532467532
scaf0105470.1,Bradi1g26287.2|PACid:21822825,8.14814814815
scaf7329512.1,Bradi1g23320.1|PACid:21819581,3.78006872852
scaf0123847.1,Bradi2g34827.1|PACid:21805169,5.97014925373
scaf0152171.1,Bradi5g00830.1|PACid:21825961,59.4444444444
scaf0332359.1,Bradi2g27230.1|PACid:21808791,10.7825015404
scaf0423340.2,Bradi1g07520.1|PACid:21817442,2.18340611354
scaf0423340.1,Bradi1g07530.2|PACid:21823504,8.54700854701
scaf0432564.1,Bradi3g31140.1|PACid:21831403,6.57894736842
scaf0281802.1,Bradi4g37020.1|PACid:21810105,13.6690647482
scaf0281802.2,Bradi4g36972.1|PACid:21812196,36.9127516779
scaf0039752.1,Bradi4g45300.1|PACid:21810226,8.4
scaf0428160.1,Bradi2g07946.1|PACid:21806472,29.8780487805
scaf0341738.1,Bradi4g39940.1|PACid:21810866,60.162601626
scaf0073188.1,Bradi4g06610.1|PACid:21811991,20.1704545455
scaf0149234.1,Bradi4g01150.1|PACid:21810498,11.8226600985
scaf0044551.1,Bradi3g13710.1|PACid:21827551,13.8698630137
scaf0435403.2,Bradi4g30665.1|PACid:21812355,11.753902663
scaf0236101.3,Bradi4g10420.1|PACid:21810875,26.2857142857
scaf0236101.2,Bradi4g10430.1|PACid:21809932,17.4863387978
scaf0193867.1,Bradi1g14530.1|PACid:21815037,52.3725834798
scaf0198194.1,Bradi4g44990.1|PACid:21814420,54.6583850932
scaf0069769.1,Bradi4g04830.1|PACid:21810297,21.1340206186
scaf0412591.1,Bradi5g12240.1|PACid:21823814,26.582278481
scaf0428116.1,Bradi2g32230.1|PACid:21803540,61.7529880478
scaf0421920.1,Bradi1g59560.3|PACid:21821920,6.9694596711
scaf0175633.1,Bradi5g07390.1|PACid:21824621,5.73951434879
scaf0408790.2,Bradi1g50497.1|PACid:21817682,5.82524271845
scaf0408790.1,Bradi1g50490.1|PACid:21815579,15.7894736842
scaf0168764.1,Bradi1g50927.1|PACid:21821180,60.0
scaf0432849.2,Bradi2g10530.1|PACid:21806636,61.1650485437
scaf0398324.1,Bradi2g02460.1|PACid:21804443,11.6743471582
scaf0432849.1,Bradi1g12740.1|PACid:21816034,24.7104247104
scaf0321666.1,Bradi3g05920.3|PACid:21831748,45.2574525745
scaf7363543.1,Bradi3g49150.1|PACid:21830071,45.8904109589
scaf0200235.2,Bradi2g01217.1|PACid:21805084,20.1365187713
scaf0200235.1,Bradi1g73877.1|PACid:21816761,39.7670549085
scaf0099782.1,Bradi1g43410.1|PACid:21817512,39.5348837209
scaf0311035.3,Bradi2g01280.1|PACid:21803040,44.1095890411
scaf0329675.1,Bradi3g47740.1|PACid:21829642,4.21052631579
scaf0137111.1,Bradi3g35210.1|PACid:21827924,36.9163952226
scaf0137111.2,Bradi3g48770.1|PACid:21830534,45.9905660377
scaf0004075.2,Bradi4g14900.1|PACid:21810756,20.5215419501
scaf0090273.2,Bradi5g00450.1|PACid:21826617,43.6450839329
scaf0090273.1,Bradi4g05870.1|PACid:21812751,5.21669341894
scaf0378183.1,Bradi1g48080.1|PACid:21822376,2.38568588469
scaf0022489.1,Bradi4g33200.1|PACid:21812295,17.1052631579
scaf0187120.1,Bradi3g16300.1|PACid:21831238,4.5197740113
scaf0166502.1,Bradi3g13840.1|PACid:21832945,61.0513739546
scaf0208799.1,Bradi1g56510.1|PACid:21822921,50.9803921569
scaf0237995.1,Bradi1g76177.2|PACid:21815621,17.9063360882
scaf7363126.1,Bradi5g02490.1|PACid:21825541,8.80503144654
scaf0141179.1,Bradi3g34040.1|PACid:21828986,5.89519650655
scaf0200583.1,Bradi4g02040.1|PACid:21814368,25.0
scaf0247017.1,Bradi5g23027.1|PACid:21824656,25.1541307028
scaf0380089.3,Bradi2g52510.1|PACid:21803632,52.6984126984
scaf0380089.1,Bradi3g41217.1|PACid:21831142,7.44081172492
scaf0078072.1,Bradi4g06470.1|PACid:21811502,38.6488609584
scaf0409915.2,Bradi2g23400.1|PACid:21805557,20.4238921002
scaf0222274.1,Bradi2g39880.1|PACid:21805255,38.7096774194
scaf0409915.1,Bradi3g37245.1|PACid:21827101,12.7208480565
scaf0114719.1,Bradi5g01240.1|PACid:21823888,58.9912280702
scaf0030896.1,Bradi2g31870.1|PACid:21805177,21.608040201
scaf0340760.1,Bradi1g45487.1|PACid:21816945,65.3968253968
scaf0032585.1,Bradi1g65345.1|PACid:21815493,34.9514563107
scaf0406413.1,Bradi5g20890.1|PACid:21824151,6.83287165282
scaf0222393.1,Bradi2g36856.1|PACid:21806609,41.4012738854
scaf0344966.2,Bradi4g43660.1|PACid:21811840,9.52380952381
scaf0431486.2,Bradi1g42520.1|PACid:21819168,6.58362989324
